"officer_badge_number","officer_name"
"7462","Christopher Webb"
"5756","Will Mixon"
"8005","Mark Swindell Jr"
"9153","Jeffrey Mcavoy"
"8221","Louis Silvestro"
"11039","Zachary Wohlwend"
"11045","Eric Cervantes"
"11037","Jason Smith"
"11060","Dalton Estes"
"11051","Dionel Ortiz"
"11050","Tiaria Richardson"
"11046","Branson Grisham"
"11044","Fernando Del Rio"
"6964","Gerald Melgoza"
"11052","Blake Cohorst"
"11048","Alexander Leclaire"
"8364","Eduardo Oviedo"
"11047","Elias Wells"
"11056","Edward Resendez"
"9014","Andrew Fifield"
"11041","Moises Lopez"
"11038","Gerardo Rueda"
"11054","Brittany Hall"
"11055","Daisy Mendoza"
"11040","Andrew Rembert"
"11063","Brittany Mingo"
"9361","Brandon Berie"
"11064","Nathan Newman"
"6445","Raymond Milbern Jr"
"34711","Renee Wilson"
"8656","Ross Stinson"
"7460","Samuel Mcdonnold"
"8044","Kevin Masters"
"7809","Martha Lugo"
"7810","Nathan Delahoussaye"
"R352","Faroukh Mehkri"
"9511","Meghan Bailey"
"9523","Cheryl Matthews"
"D215","Stacy Pruitt"
"5593","Brian Smith"
"9608","Marcos Cavazos"
"4877","Philip Strodtman"
"116131","James Johnson"
"8983","Aundrea Vann"
"5954","Cmon Wingo"
"8907","Jeffrey Kennard"
"6487","Tammy Huel"
"9064","Meagan Land"
"6168","Philip Musgrove"
"8197","Sharla Croson"
"5955","Peter Malik"
"8276","John Forsha"
"6687","Stephen Gross"
"9508","Lorenzo Carranza"
"8950","David Smart"
"5577","Paul Rodgers"
