"Incident Number","date","time","hour","Officers Involved","Officers.Race","Officers.Ethnicity","Officers.Sex","UOF.Level","Offenders.Race","Offenders.Ethnicity","Offenders.Sex","Binning Number of Officers"
"2009-00541380","11/15/2009","01:31:00","AM",1,"Asian","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2010-00381169","08/14/2010","01:05:00","AM",2,"White;White","Non-hispanic;Hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2017-00338782","08/29/2017","02:21:00","PM",2,"White;Black","Hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2011-00533804","12/05/2011","10:56:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2016-00388604","09/24/2016","02:04:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","White","Non-hispanic","Male","2"
"2017-00208761","05/29/2017","02:32:00","AM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2",NA,"Non-hispanic",NA,"3+"
"2011-00094143","02/28/2011","09:13:00","AM",2,"Black;White","Non-hispanic;Non-hispanic","Male;Male","1","Black","Non-hispanic","Male","2"
"2011-00009280","01/07/2011","02:14:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2014-00270932","06/29/2014","12:14:00","AM",2,"White;Asian","Non-hispanic;Non-hispanic","Male;Male","2","White","Hispanic","Male","2"
"2011-00079552","02/19/2011","12:07:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2013-00374044","09/07/2013","10:39:00","PM",4,"White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male","2",NA,"Non-hispanic",NA,"3+"
"2013-00392059","09/19/2013","01:07:00","PM",1,"White","Hispanic","Male","1",NA,"Non-hispanic",NA,"1"
"2012-00112464","03/14/2012","02:45:00","AM",1,"White","Non-hispanic","Male","1",NA,"Non-hispanic",NA,"1"
"2017-00221127","06/07/2017","02:24:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2015-00076584","02/22/2015","02:37:00","AM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2016-00291794","07/19/2016","11:41:00","AM",1,"White","Non-hispanic","Male","","Black","Non-hispanic","Male","1"
"2011-00520186","11/26/2011","03:31:00","AM",1,"White","Hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2012-00108044","03/11/2012","12:00:00","AM",1,"White","Hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2015-00429571","10/19/2015","03:03:00","AM",5,"White;White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male;Male","2","White","Non-hispanic","Male","3+"
"2013-00202142","05/17/2013","03:03:00","AM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2013-00153772","04/14/2013","12:59:00","AM",1,"Black","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2010-00472839","10/06/2010","08:36:00","PM",2,"White;White","Hispanic;Non-hispanic","Male;Male","2","White;White","Non-hispanic;Non-hispanic","Male;Female","2"
"2015-00117383","03/21/2015","02:51:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic;Non-hispanic",NA,"2"
"2011-00068256","02/12/2011","01:41:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2016-00226643","06/02/2016","07:39:00","AM",4,"White;White;White;White","Non-hispanic;Hispanic;Hispanic;Non-hispanic","Male;Male;Male;Male","2","White","Non-hispanic","Male","3+"
"2012-00449019","10/29/2012","08:54:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2013-00277439","07/06/2013","07:31:00","PM",1,"White","Hispanic","Male","2","White","Non-hispanic","Male","1"
"2017-00362394","09/14/2017","09:59:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Female","1"
"2009-00001229","01/01/2009","08:42:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2009-00047372","01/29/2009","10:43:00","PM",1,"White","Non-hispanic","Male","1","White","Non-hispanic","Male","1"
"2009-00227871","05/14/2009","08:51:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2012-00268845","06/28/2012","12:24:00","AM",1,"White","Hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2015-00383328","09/17/2015","05:40:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","Black","Non-hispanic","Female","2"
"2013-00028077","01/20/2013","03:41:00","AM",4,"White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male","1","Black","Non-hispanic","Male","3+"
"2014-00216144","05/23/2014","11:37:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2011-00392325","09/04/2011","03:18:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2016-00073593","02/20/2016","02:46:00","AM",2,"Asian;White","Non-hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic;Non-hispanic",NA,"2"
"2017-00079406","02/26/2017","09:00:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2012-00282312","07/07/2012","12:57:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2009-00052024","02/02/2009","02:45:00","AM",2,"White;White","Hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic",NA,"2"
"2009-00157356","04/04/2009","03:04:00","AM",1,"White","Non-hispanic","Male","","White","Non-hispanic","Male","1"
"2015-00012344","01/09/2015","02:49:00","PM",2,"White;Black","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2013-00112938","03/17/2013","02:45:00","AM",1,"Black","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2012-00483865","11/23/2012","02:19:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2013-00457745","11/01/2013","01:51:00","AM",2,"White;White","Hispanic;Non-hispanic","Male;Female","2","White","Non-hispanic","Male","2"
"2016-00171741","04/25/2016","11:00:00","PM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2012-00342504","08/18/2012","02:31:00","AM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2014-00153063","04/13/2014","09:35:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2012-00278996","07/04/2012","10:00:00","PM",3,NA,"Hispanic;Non-hispanic;Non-hispanic","Male;Female;Female","2","White","Hispanic","Male","3+"
"2010-00593723","12/22/2010","11:37:00","PM",2,"White;White","Non-hispanic;Hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2016-00338024","08/20/2016","02:02:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2009-00040788","01/26/2009","02:42:00","AM",1,"White","Non-hispanic","Male","2","White","Hispanic","Male","1"
"2011-00100706","03/04/2011","01:34:00","AM",2,"White;White","Hispanic;Non-hispanic","Male;Female","1","White","Non-hispanic","Male","2"
"2017-00034857","01/26/2017","02:43:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","1","Black","Non-hispanic","Male","3+"
"2016-00117302","03/20/2016","02:50:00","AM",4,"White;White;Asian;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male","2","Black;Black","Non-hispanic;Non-hispanic","Male;Male","3+"
"2017-00405460","10/15/2017","01:34:00","AM",3,"White;White;Black","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","Black;White","Non-hispanic;Non-hispanic","Male;Male","3+"
"2010-00276363","06/12/2010","02:41:00","AM",1,"Black","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2012-00365171","09/02/2012","10:02:00","PM",2,"White;Asian","Non-hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic",NA,"2"
"2014-00013684","01/10/2014","12:15:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2013-00434067","10/16/2013","02:43:00","PM",4,"Asian;White;White;White","Non-hispanic;Hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male","2",NA,"Non-hispanic",NA,"3+"
"2009-00565215","11/29/2009","06:36:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2009-00162185","04/07/2009","02:49:00","AM",1,"White","Non-hispanic","Male","1","White","Hispanic","Female","1"
"2009-00207560","05/02/2009","09:57:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Female;Male","1","White","Non-hispanic","Male","2"
"2011-00497034","11/10/2011","04:04:00","PM",1,"White","Non-hispanic","Male","1","Black","Non-hispanic","Male","1"
"2013-00014584","01/11/2013","01:55:00","AM",1,"Black","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2009-00092366","02/25/2009","06:35:00","PM",2,"Black;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2011-00507828","11/17/2011","10:43:00","PM",4,"White;White;White;White","Non-hispanic;Non-hispanic;Hispanic;Non-hispanic","Male;Male;Male;Male","2","White","Non-hispanic","Male","3+"
"2010-00177507","04/15/2010","11:42:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2014-00130440","03/30/2014","01:07:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2013-00148351","04/10/2013","01:12:00","PM",1,"Black","Non-hispanic","Male","2","Black","Non-hispanic","Female","1"
"2013-00494964","11/25/2013","04:19:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","1","Black","Non-hispanic","Male","3+"
"2010-00116982","03/11/2010","03:27:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","White","Non-hispanic","Male","2"
"2010-00302525","06/27/2010","01:41:00","AM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Female;Male","1","White","Non-hispanic","Male","3+"
"2011-00411754","09/16/2011","12:30:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2017-00146198","04/14/2017","09:38:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2016-00235566","06/08/2016","12:04:00","AM",3,"White;White;White","Hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2009-00026664","01/17/2009","02:30:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2011-00035574","01/23/2011","01:39:00","AM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2009-00467696","10/01/2009","10:52:00","PM",1,"Black","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2014-00204697","05/16/2014","07:31:00","PM",3,"White;Black;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","1",NA,"Non-hispanic",NA,"3+"
"2013-00364339","09/02/2013","01:08:00","AM",2,"White;Black","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2013-00323734","08/07/2013","01:45:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic",NA,"2"
"2014-00261464","06/22/2014","07:07:00","PM",1,"White","Non-hispanic","Female","2","White","Hispanic","Female","1"
"2010-00188497","04/22/2010","10:23:00","AM",4,"Black;Black;Black;Black","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Female","","Black","Non-hispanic","Male","3+"
"2012-00144255","04/05/2012","02:18:00","AM",1,"White","Non-hispanic","Male","2","Black;Black;Black;Black;Black;Black","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;","Female;Female;Female;Female;Female;Female","1"
"2009-00183451","04/19/2009","03:01:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2012-00440113","10/23/2012","08:47:00","PM",1,"White","Non-hispanic","Male","","Black","Non-hispanic","Male","1"
"2016-00155099","04/14/2016","02:50:00","PM",1,"White","Non-hispanic","Male","1","Black","Non-hispanic","Male","1"
"2010-00122565","03/15/2010","02:36:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2017-00216965","06/04/2017","02:33:00","AM",3,"White;White;White","Non-hispanic;Non-hispanic;Hispanic","Male;Female;Male","2","White","Non-hispanic","Male","3+"
"2012-00254574","06/18/2012","12:02:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2011-00070335","02/13/2011","02:53:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","White","Non-hispanic","Male","2"
"2009-00453415","09/23/2009","05:24:00","PM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2014-00522667","12/20/2014","02:47:00","AM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2010-00245568","05/26/2010","01:06:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2014-00466643","11/10/2014","05:09:00","PM",1,"White","Non-hispanic","Male","2","Black;White","Non-hispanic;Hispanic","Male;Male","1"
"2011-00324678","07/23/2011","02:13:00","AM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","Black;Black","Non-hispanic;Non-hispanic","Male;Male","3+"
"2012-00008486","01/07/2012","01:05:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Female","1"
"2013-00085638","02/26/2013","10:27:00","PM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2010-00331500","07/14/2010","04:34:00","PM",2,"Black;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2016-00151946","04/12/2016","01:16:00","PM",1,"Black","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2016-00343218","08/23/2016","09:03:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2017-00276891","07/16/2017","10:30:00","PM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2009-00120215","03/13/2009","10:29:00","PM",2,"White;White","Hispanic;Non-hispanic","Male;Female","2","White","Non-hispanic","Male","2"
"2013-00162545","04/19/2013","10:42:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","1",NA,"Non-hispanic",NA,"3+"
"2016-00108747","03/14/2016","04:36:00","PM",2,"White;White","Non-hispanic;Hispanic","Male;Male","2","White","Hispanic","Male","2"
"2011-00472654","10/25/2011","09:27:00","PM",2,"Asian;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2010-00000085","01/01/2010","12:54:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1",NA,"Non-hispanic","Male","2"
"2013-00029183","01/21/2013","02:37:00","AM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2014-00248158","06/13/2014","06:49:00","PM",2,"Black;White","Non-hispanic;Non-hispanic","Female;Male","2","Black","Non-hispanic","Male","2"
"2012-00035522","01/25/2012","12:34:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2014-00007032","01/06/2014","05:19:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Hispanic","Male","2"
"2015-00512177","12/14/2015","04:02:00","PM",1,"White","Hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2009-00026179","01/16/2009","09:17:00","PM",5,"White;White;White;White;Black","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2015-00059483","02/10/2015","07:31:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Female;Male","1","White","Non-hispanic","Male","2"
"2012-00184217","05/02/2012","01:34:00","AM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","White;White","Non-hispanic;Non-hispanic","Male;Male","3+"
"2013-00064594","02/13/2013","02:33:00","AM",2,"White;Asian","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2009-00136137","03/22/2009","11:29:00","PM",1,"Black","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2012-00147728","04/07/2012","03:07:00","AM",1,"Black","Non-hispanic","Male","2","White","Hispanic","Male","1"
"2013-00231501","06/06/2013","04:07:00","AM",2,"Black;White","Hispanic;Non-hispanic","Male;Female","2",NA,"Non-hispanic",NA,"2"
"2009-00600417","12/21/2009","01:44:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","Asian","Non-hispanic","Male","2"
"2010-00367398","08/05/2010","09:59:00","PM",2,"White;White","Hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2012-00047745","02/02/2012","02:51:00","AM",2,NA,"Hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2014-00260716","06/22/2014","02:56:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black;White","Non-hispanic;Non-hispanic","Female;Female","2"
"2009-00478143","10/08/2009","01:57:00","AM",2,"White;White","Hispanic;Hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2014-00110451","03/16/2014","02:39:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White;White","Non-hispanic;Non-hispanic","Female;Female","2"
"2012-00359124","08/29/2012","04:09:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic",NA,"2"
"2015-00132223","04/01/2015","02:02:00","AM",1,"Black","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2010-00578718","12/13/2010","01:19:00","AM",1,"White","Non-hispanic","Male","1","White","Non-hispanic","Male","1"
"2011-00531510","12/04/2011","02:22:00","AM",1,"White","Non-hispanic","Male","2","White;White","Non-hispanic;Non-hispanic","Female;Female","1"
"2016-00451414","11/07/2016","10:21:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2012-00437473","10/22/2012","02:13:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","","White;White","Non-hispanic;Non-hispanic","Female;Male","2"
"2009-00327936","07/11/2009","07:56:00","PM",1,"White","Hispanic","Male","2","Black","Non-hispanic","Male","1"
"2017-00314352","08/12/2017","05:38:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2010-00089657","02/23/2010","03:20:00","PM",4,"White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2011-00432488","09/29/2011","07:16:00","PM",5,"White;Black;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male;Male","1","White;White","Non-hispanic;Non-hispanic","Male;Male","3+"
"2014-00531927","12/27/2014","04:48:00","PM",4,"White;White;White;White","Non-hispanic;Non-hispanic;Hispanic;Non-hispanic","Male;Male;Male;Female","1",NA,"Non-hispanic",NA,"3+"
"2011-00105451","03/07/2011","02:59:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2014-00536943","12/31/2014","01:46:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic",NA,"2"
"2013-00319248","08/04/2013","12:20:00","AM",1,"White","Non-hispanic","Male","2","Black;Black;Black","Non-hispanic;Non-hispanic;Non-hispanic","Female;Female;Female","1"
"2017-00127049","04/02/2017","12:02:00","AM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2016-00433336","10/25/2016","08:08:00","PM",2,"White;Asian","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2011-00087113","02/23/2011","06:34:00","PM",2,"Asian;White","Non-hispanic;Non-hispanic","Male;Male","1","Black","Non-hispanic","Male","2"
"2012-00396969","09/24/2012","08:09:00","PM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2012-00456827","11/04/2012","01:24:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2012-00436080","10/20/2012","10:59:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Female;Male;Male","1","White","Non-hispanic","Male","3+"
"2013-00008202","01/07/2013","12:39:00","AM",5,"White;White;Asian;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male;Female","2",NA,"Non-hispanic",NA,"3+"
"2012-00303951","07/22/2012","03:15:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2009-00374737","08/07/2009","08:15:00","AM",1,"Black","Non-hispanic","Female","1","White","Non-hispanic","Male","1"
"2009-00171778","04/12/2009","06:43:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2011-00486924","11/03/2011","10:15:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2010-00019443","01/13/2010","02:32:00","AM",2,"White;White","Hispanic;Non-hispanic","Male;Male","2","Black;Black","Non-hispanic;Non-hispanic","Male;Female","2"
"2014-00376423","09/08/2014","09:01:00","PM",2,"White;White","Non-hispanic;Hispanic","Male;Male","1","White","Hispanic","Male","2"
"2012-00284389","07/08/2012","07:08:00","PM",1,"Black","Non-hispanic","Male","1","Black","Non-hispanic","Male","1"
"2014-00109022","03/15/2014","02:33:00","AM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2016-00388217","09/23/2016","08:49:00","PM",2,"Asian;White","Non-hispanic;Non-hispanic","Male;Female","2","Black","Non-hispanic","Male","2"
"2012-00047638","02/02/2012","01:11:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2016-00364274","09/07/2016","07:38:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2013-00077324","02/21/2013","11:59:00","AM",1,"Black","Non-hispanic","Male","1",NA,"Non-hispanic",NA,"1"
"2013-00449819","10/26/2013","06:34:00","PM",1,"Asian","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2009-00426416","09/07/2009","04:03:00","PM",1,"Asian","Non-hispanic","Male","","White","Non-hispanic","Female","1"
"2016-00177580","04/29/2016","04:56:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2013-00542553","12/28/2013","12:09:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2011-00566625","12/29/2011","03:53:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2017-00286008","07/23/2017","02:44:00","AM",3,"White;White;Black","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","1","Black","Non-hispanic","Male","3+"
"2010-00385913","08/16/2010","10:10:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Female;Male;Male","1","Black","Non-hispanic","Male","3+"
"2014-00490956","11/27/2014","04:31:00","PM",5,"White;White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Female;Male","2",NA,"Non-hispanic",NA,"3+"
"2012-00532069","12/27/2012","02:50:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic;Non-hispanic",NA,"2"
"2009-00182855","04/18/2009","08:44:00","PM",1,"White","Non-hispanic","Male","","Black","Non-hispanic","Female","1"
"2011-00527109","12/01/2011","01:41:00","AM",1,"Asian","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2014-00312752","07/27/2014","08:25:00","PM",2,"Black;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2014-00471986","11/14/2014","05:20:00","AM",1,"White","Non-hispanic","Male","1","White","Hispanic","Female","1"
"2010-00484741","10/14/2010","12:42:00","AM",1,"White","Hispanic","Male","2","Black","Non-hispanic","Male","1"
"2011-00137325","03/26/2011","07:32:00","PM",2,"Black;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2013-00374392","09/08/2013","02:47:00","AM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2009-00184209","04/19/2009","04:57:00","PM",2,"White;White","Hispanic;Non-hispanic","Male;Male","2","White","Hispanic","Male","2"
"2012-00403608","09/29/2012","02:19:00","AM",6,"White;White;White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;","Male;Male;Male;Male;Male;Male","2","White;White","Non-hispanic;Non-hispanic","Male;Male","3+"
"2009-00585705","12/12/2009","02:53:00","AM",1,"Black","Non-hispanic","Male","1","White","Non-hispanic","Male","1"
"2015-00221409","05/30/2015","02:23:00","AM",1,"Asian","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2017-00315087","08/12/2017","07:27:00","PM",2,"White;Asian","Hispanic;Non-hispanic","Male;Male","1","White","Non-hispanic","Male","2"
"2009-00613922","12/30/2009","06:56:00","PM",1,"Black","Non-hispanic","Male","2","Black","Non-hispanic","Female","1"
"2009-00112799","03/09/2009","11:10:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2009-00353639","07/26/2009","01:58:00","AM",2,"Asian;White","Non-hispanic;Hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2013-00216672","05/27/2013","01:17:00","AM",4,"White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2014-00495928","12/01/2014","04:42:00","PM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2010-00545527","11/21/2010","02:45:00","AM",1,"Black","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2009-00434218","09/12/2009","02:44:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2010-00299379","06/25/2010","11:57:00","AM",1,"Black","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2013-00140438","04/05/2013","02:33:00","AM",3,"White;Asian;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2",NA,"Non-hispanic;Non-hispanic",NA,"3+"
"2012-00512485","12/13/2012","02:21:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","",NA,"Non-hispanic",NA,"2"
"2013-00348684","08/22/2013","09:15:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1",NA,"Non-hispanic",NA,"2"
"2014-00260705","06/22/2014","02:42:00","AM",1,"Black","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2014-00398996","09/24/2014","05:14:00","AM",3,"White;Black;White","Non-hispanic;Non-hispanic;Non-hispanic","Female;Male;Male","2",NA,"Non-hispanic",NA,"3+"
